ID,Group,Mtb.burden,Plasma.Wk8.HspX.IgG1,Plasma.Wk8.PPD.IgG1,Plasma.Wk8.LAM.IgG1,Plasma.Wk8.PstS1.IgG1,Plasma.Wk8.Apa.IgG1,Plasma.Wk8.HspX.IgM,Plasma.Wk8.PPD.IgM,Plasma.Wk8.LAM.IgM,Plasma.Wk8.PstS1.IgM,Plasma.Wk8.Apa.IgM,Plasma.Wk8.HspX.IgA,Plasma.Wk8.PPD.IgA,Plasma.Wk8.LAM.IgA,Plasma.Wk8.PstS1.IgA,Plasma.Wk8.Apa.IgA,Plasma.ToC.HspX.IgG1,Plasma.ToC.PPD.IgG1,Plasma.ToC.LAM.IgG1,Plasma.ToC.PstS1.IgG1,Plasma.ToC.Apa.IgG1,Plasma.ToC.HspX.IgM,Plasma.ToC.PPD.IgM,Plasma.ToC.LAM.IgM,Plasma.ToC.PstS1.IgM,Plasma.ToC.Apa.IgM,Plasma.ToC.HspX.IgA,Plasma.ToC.PPD.IgA,Plasma.ToC.LAM.IgA,Plasma.ToC.PstS1.IgA,Plasma.ToC.Apa.IgA,Plasma.pi.HspX.IgG1,Plasma.pi.PPD.IgG1,Plasma.pi.LAM.IgG1,Plasma.pi.PstS1.IgG1,Plasma.pi.Apa.IgG1,Plasma.pi.HspX.IgM,Plasma.pi.PPD.IgM,Plasma.pi.LAM.IgM,Plasma.pi.PstS1.IgM,Plasma.pi.Apa.IgM,Plasma.pi.HspX.IgA,Plasma.pi.PPD.IgA,Plasma.pi.LAM.IgA,Plasma.pi.PstS1.IgA,Plasma.pi.Apa.IgA,Plasma.Wk8.HspX.R2A,Plasma.Wk8.PPD.R2A,Plasma.Wk8.LAM.R2A,Plasma.Wk8.PstS1.R2A,Plasma.Wk8.Apa.R2A,Plasma.Wk8.HspX.R3A,Plasma.Wk8.PPD.R3A,Plasma.Wk8.LAM.R3A,Plasma.Wk8.PstS1.R3A,Plasma.Wk8.Apa.R3A,Plasma.ToC.HspX.R2A,Plasma.ToC.PPD.R2A,Plasma.ToC.LAM.R2A,Plasma.ToC.PstS1.R2A,Plasma.ToC.Apa.R2A,Plasma.ToC.HspX.R3A,Plasma.ToC.PPD.R3A,Plasma.ToC.LAM.R3A,Plasma.ToC.PstS1.R3A,Plasma.ToC.Apa.R3A,Plasma.pi.HspX.R2A,Plasma.pi.PPD.R2A,Plasma.pi.LAM.R2A,Plasma.pi.PstS1.R2A,Plasma.pi.Apa.R2A,Plasma.pi.HspX.R3A,Plasma.pi.PPD.R3A,Plasma.pi.LAM.R3A,Plasma.pi.PstS1.R3A,Plasma.pi.Apa.R3A,BAL.Wk4.HspX.IgG1,BAL.Wk4.PPD.IgG1,BAL.Wk4.LAM.IgG1,BAL.Wk4.PstS1.IgG1,BAL.Wk4.Apa.IgG1,BAL.Wk4.HspX.IgM,BAL.Wk4.PPD.IgM,BAL.Wk4.LAM.IgM,BAL.Wk4.PstS1.IgM,BAL.Wk4.Apa.IgM,BAL.Wk4.HspX.IgA,BAL.Wk4.PPD.IgA,BAL.Wk4.LAM.IgA,BAL.Wk4.PstS1.IgA,BAL.Wk4.Apa.IgA,BAL.Wk16.HspX.IgG1,BAL.Wk16.PPD.IgG1,BAL.Wk16.LAM.IgG1,BAL.Wk16.PstS1.IgG1,BAL.Wk16.Apa.IgG1,BAL.Wk16.HspX.IgM,BAL.Wk16.PPD.IgM,BAL.Wk16.LAM.IgM,BAL.Wk16.PstS1.IgM,BAL.Wk16.Apa.IgM,BAL.Wk16.HspX.IgA,BAL.Wk16.PPD.IgA,BAL.Wk16.LAM.IgA,BAL.Wk16.PstS1.IgA,BAL.Wk16.Apa.IgA,BAL.Wk4.HspX.R2A,BAL.Wk4.PPD.R2A,BAL.Wk4.LAM.R2A,BAL.Wk4.PstS1.R2A,BAL.Wk4.Apa.R2A,BAL.Wk4.HspX.R3A,BAL.Wk4.PPD.R3A,BAL.Wk4.LAM.R3A,BAL.Wk4.PstS1.R3A,BAL.Wk4.Apa.R3A,BAL.Wk16.HspX.R2A,BAL.Wk16.PPD.R2A,BAL.Wk16.LAM.R2A,BAL.Wk16.PstS1.R2A,BAL.Wk16.Apa.R2A,BAL.Wk16.HspX.R3A,BAL.Wk16.PPD.R3A,BAL.Wk16.LAM.R3A,BAL.Wk16.PstS1.R3A,BAL.Wk16.Apa.R3A
DF2A,IV,0,6.806107007,6.400945691,1.784273596,3.166182846,1.223407785,0.103031275,0.719923213,2.485637914,0.989073747,1.234544092,0.655955444,1.21475389,3.10187353,1.401889115,0.361746477,0.587795449,0.559715678,-0.470105422,-0.356266265,-0.117662827,-0.238067117,-0.357044424,0.36627848,-0.112265187,-0.362469966,-0.622704225,0.243152748,-0.394911515,-0.227204042,-0.473148586,0.847461207,0.924300404,-0.144946501,0.120238436,-0.012891685,-0.263025534,-0.162651251,0.334387167,-0.008485923,-0.251533048,0.961307002,0.882065561,0.556995445,0.464048885,0.43036799,-0.04068521,1.925872314,-0.43170593,1.521024279,0.953576731,0.923224168,2.968244527,-0.473311611,3.92806281,1.489836029,-1.611361526,0.223917365,-0.44883222,-0.314300814,0.003460042,-0.341430595,0.359312162,-0.480580388,-0.098113661,-0.179891414,-1.030007303,0.270907757,-0.440355111,-0.128330276,0.418229494,0.81715635,1.240814154,-0.476382738,0.468124856,0.535395787,7.437202247,6.815337321,6.130840768,6.886650108,6.2401741,4.253838015,4.281501581,4.120329061,5.149275938,3.864471148,3.089370901,4.453408504,2.342248235,3.317210097,6.253195252,0.068574154,-0.090010979,-0.084864682,-0.171980336,0.00882051,-0.034965974,-0.041973667,-0.188717352,-0.133142827,-0.147332533,-0.143957098,0.05608829,0.201754635,-0.090851863,0.25867419,-2.4146632,9.460734248,7.567026253,4.385337115,8.457319522,-1.361274084,5.163204824,6.630403168,5.982592706,5.169886551,-1.641911102,1.573666842,0.512863286,0.420449481,2.303452865,1.202146231,3.723823091,2.919089771,0.867154344,2.793707942
DF3A,IV,0,0.225445367,0.156773874,1.370769906,1.869186373,-0.099061354,0.251406233,-0.003806387,2.966371219,0.356323461,2.44264135,-0.092155885,-0.138196546,0.005481094,0.19724951,-0.347703836,-0.06266173,0.095773521,0.828405967,0.795721054,-0.185275137,0.264019814,0.093760977,0.523999224,-0.001357405,2.662426507,1.789573115,0.611324542,0.029108709,0.351483182,-0.36494052,0.542363178,-0.158394616,0.69290922,0.498946577,-0.230341433,0.456300002,-0.256426254,0.521708193,0.01150826,2.564605934,0.924410359,0.157985174,0.023361451,0.311680944,-0.399413885,0.454920209,-0.178411089,-0.172741572,-0.311767314,-0.354916134,0.351674892,-0.397747076,-0.398239214,-0.308839238,-0.454037668,0.788849469,-0.179315129,-0.108685968,-0.312448491,-0.291471399,0.302167356,-0.379825196,-0.361060773,-0.349648056,-0.425648679,0.837956713,-0.189937599,-0.064302463,-0.359449685,-0.373485325,0.376428659,-0.397235022,-0.317142684,-0.365696468,-0.443898743,0.794068777,0.173861734,1.900844831,1.144597827,0.452218709,0.969289282,2.015474019,5.998406648,2.321311496,3.084187216,0.317277011,0.140595272,0.496318307,0.653575454,0.16410034,-0.225913579,-0.18089929,0.274150995,-0.181974692,-0.143072045,-0.254398651,-0.295364444,-0.234986147,-0.237499144,-0.205771651,0.124642837,-0.201510922,-0.015087238,-0.219633574,-0.198285073,-1.099855685,-0.147166295,0.10587698,-0.20808975,-0.373092198,-0.437594672,-0.189401608,0.503389018,-0.060218171,-0.210673851,0.624288494,-0.096008959,-0.178920437,-0.065615492,-0.071913284,0.074836936,-0.210497519,-0.163648529,-0.296420762,-0.211566089
DF4X ,ID/AE,110,-0.263666685,1.002878122,1.61259876,3.845810344,0.102842466,-0.621777412,0.192746925,-0.347877609,-0.491430662,-0.614711338,2.714717521,0.309419975,0.65314394,1.449243117,0.235827582,-0.610735234,-0.456316934,-0.491192521,-0.315147733,-0.337786827,-0.323185783,-0.413930399,1.767773769,-0.197019051,-0.156891045,2.213012311,-0.51685461,-0.483651634,-0.446071927,-0.703894624,-0.871036649,-0.440006069,0.004787765,-0.101819967,-0.23707156,0.351875339,0.915420502,0.317208902,-0.14466056,-0.233639346,2.597652967,-0.302490921,-0.218819202,-0.338659192,-0.668027363,-0.272663338,-0.147805892,-0.385930754,1.134134395,1.50764719,-0.193623761,0.65956384,-0.458759565,1.238864347,0.086987074,-0.08313592,-0.198070441,-0.451183047,-0.334219525,-0.54651642,-0.397737959,-0.434063271,-0.480173256,-0.475263751,-0.612383647,-1.04192168,-0.205723891,-0.440826784,-0.31014815,-0.306713179,-0.095085875,-0.281646187,-0.470694205,-0.300720114,-0.298808778,-0.026407864,-0.191627992,-0.332749595,-0.25061231,-0.233614447,-0.350019971,-0.331538576,-0.297787904,-0.27970896,-0.332430324,-0.700793373,-0.327411217,-0.354917517,-0.391759962,-0.448272182,-0.072819532,-0.176637203,-0.333513939,-0.247978373,-0.251335445,-0.461180273,-0.339314096,-0.295048235,-0.28103858,-0.341637995,-0.637634629,-0.332489116,-0.363002554,-0.373708147,-0.479308498,0.979131611,-0.11444893,-0.243461496,-0.15229347,-0.12034416,0.153662353,-0.214707807,-0.347452119,-0.249892765,-0.13288316,0.507270766,-0.109503567,-0.243080594,-0.211887687,-0.108481575,0.703005325,-0.205833103,-0.347124121,-0.232311997,-0.014405306
DF5T,Lo-ID,160710.7143,0.169772002,-0.344814574,-0.50749888,-0.606911011,-0.303908153,-0.720733646,-0.68759746,-0.806127449,-0.413865404,-0.58340915,-0.924016743,-0.502943742,-0.55289046,-1.12202613,-0.783661753,0.336689569,-0.169216845,-0.121510815,1.313129023,-0.093717525,1.011819645,0.535101868,-0.666632113,0.326800455,0.172739767,0.517921187,0.172957145,-0.066365455,0.52759512,0.906229623,0.837442262,0.145077641,0.178177696,2.240373682,0.105785444,0.070073049,-0.006481089,-0.720090991,0.142151517,0.079513256,2.234513965,0.758737915,0.276745616,1.526216411,2.424682742,0.70665945,-0.208608495,-0.450346657,-0.417292141,-0.438386288,-0.512135145,-0.430626704,-0.482095497,-0.613295822,-0.684562894,2.096136,0.193526956,-0.121780266,0.102982958,1.417030953,0.417256302,-0.01705923,-0.46406442,1.94485993,1.460982666,2.50863685,0.051728814,-0.141796761,0.124831781,0.839683561,0.047396439,-0.043534852,-0.468053342,1.172801068,1.346688242,-0.397807334,-0.19378218,-0.333671885,-0.257149203,-0.24874621,-0.403236814,-0.33481113,-0.297126012,-0.264943475,-0.290985319,-0.196057987,-0.295833672,-0.357247609,-0.25402805,-0.061337098,0.148838633,-0.18538183,-0.334628699,-0.245457414,-0.229002065,-0.335928605,-0.309490848,-0.295860392,-0.272569236,-0.316518978,-0.283015106,-0.277886278,-0.353489568,-0.306389791,-0.080873732,1.727441445,-0.090613582,-0.243137599,-0.082049631,0.007901954,0.091807679,-0.217461849,-0.347325854,-0.264016472,-0.113915184,2.856046088,-0.066597448,-0.242873479,0.118410379,0.114432145,0.190407701,-0.203751719,-0.347300414,-0.273708289,-0.110225885
DF7X,Lo-ID,860350,-0.125202051,-0.487747079,0.157921098,-0.467273492,-0.307184594,2.093568532,-0.038862377,0.413058922,0.168395418,0.444090562,0.049536589,-0.5007034,-0.237402795,-0.681487826,-0.604829061,-0.600628958,-0.464107125,-0.42496995,-0.403236725,-0.393987213,0.663849169,0.794754291,-0.560134453,-0.188334563,0.001617679,1.130990033,-0.126965959,-0.433536632,-0.52536698,-0.310547187,0.379939037,-0.185990014,2.511434388,0.381213674,0.346728472,0.871568356,0.435839418,-0.364980785,-0.084248892,0.200803977,0.468875679,0.013951438,1.426401589,0.210631297,0.48273439,-0.072652842,-0.198353499,0.412008863,-0.43243869,-0.443035939,-0.48942512,-0.49503728,1.179788477,-0.671799883,-0.537298515,-0.779137506,-0.190366744,0.991618002,-0.364046707,-0.160717159,-0.575106159,-0.456121199,1.258447536,-0.571083462,-0.269410105,-0.32200037,-0.1697948,3.522921617,-0.301157527,0.424944139,-0.528371046,-0.220576494,3.353725162,-0.402492929,0.244457625,-0.236629661,-0.161578667,-0.335484596,-0.242706098,-0.233619588,-0.201312189,-0.244870935,-0.29757856,-0.28136402,-0.307941987,-0.473292242,-0.228546052,-0.348902249,-0.353523463,-0.406392583,-0.444076845,-0.149677086,-0.334564912,-0.249497106,-0.237547305,-0.185470328,-0.283042856,-0.295497769,-0.274733649,-0.305911811,-0.371608514,-0.204664536,-0.340946573,-0.324681276,-0.358300054,-0.252510027,-0.149327514,-0.243060564,-0.188487,-0.252025841,-0.333162549,-0.226529409,-0.347671534,-0.301656299,-0.496372467,-0.526752609,-0.16169656,-0.242785439,-0.241231047,-0.264058177,-1.608785952,-0.252476251,-0.348337348,-0.471447119,-0.668847175
DF8J,Hi-ID,39765,2.40878439,0.919223792,-0.480586381,-0.129867626,0.239131803,-0.08676326,-0.386628476,-0.038520585,0.087544155,-0.499049712,1.096772238,1.217861678,-0.075768671,1.016093607,1.193066828,0.900911449,-0.315159079,-0.510636198,-0.519907334,-0.306888821,-0.593834362,-1.092110977,-0.402473502,-0.365224324,-0.876691775,0.627304076,0.389647541,-0.474661968,-0.340273914,-0.105104438,2.06926333,-0.601911204,-0.500285185,-0.696039255,-0.100890132,-1.010735915,-1.470151521,-0.721661777,-0.36631929,-1.283528113,1.214139277,0.235907194,-0.3182263,-0.031323534,0.403174259,1.603459181,0.565390482,-0.457111019,0.98321002,0.202392276,0.302167356,0.945376361,-0.482459669,0.338010141,0.354266441,1.926955697,0.108992852,-0.458351629,0.437193131,-0.089046993,1.094287913,0.153067513,-0.484164683,-0.32039629,-0.164066821,2.727994694,0.025564848,-0.458353721,-0.115021679,-0.344424333,3.47064958,0.011613225,-0.484051668,-0.340709351,0.117057105,-0.157376254,-0.217530047,-0.282605893,-0.236921215,-0.285851426,-0.444067672,-0.332764396,-0.299311293,-0.27619262,-0.342441348,-0.830989033,-0.208908922,-0.319136377,-0.314556214,-0.43253315,0.224519118,-0.206218637,-0.162194839,-0.203911,-0.226274562,-0.403219394,-0.327141672,-0.299654184,-0.280255347,-0.339994843,-0.242947876,-0.268814413,-0.22661768,-0.332285676,-0.434161203,0.531396514,-0.138207047,-0.225952442,-0.15111118,-0.170497064,2.001020608,-0.195398259,-0.27236896,0.090483282,-0.074283174,-1.159972412,-0.175149456,-0.11841743,-0.19644202,-0.262719094,1.143600154,-0.195625402,-0.143382978,0.340954581,0.264074523
DF9F,Hi-ID,42860,0.203704769,0.909515293,1.874510397,2.676703076,0.58766315,0.882448212,0.708385865,0.65214881,-0.067474368,1.426554594,-0.546366333,0.133348798,1.531824988,0.584370172,-0.483422428,-0.724954555,-0.459571407,-0.48144119,-0.383230207,-0.302905249,0.21108683,-0.692940299,-0.627104763,-0.317187314,-0.512339351,0.04866919,-0.562356265,-0.501740994,-0.587930112,-1.144372942,0.426059822,-0.257128254,-0.219794643,1.209833532,-0.181938112,-0.6202988,-0.77210848,-0.803551036,-0.416027928,-0.754443975,-0.17801101,-0.315360384,-0.267454039,0.139704548,-1.300192882,-0.085776396,-0.130856729,-0.415083018,0.43506736,0.416007218,-0.275858369,0.804016419,-0.471828091,2.307004969,1.658071242,0.626020187,-0.215038409,-0.461399835,-0.359182989,-0.447718055,-0.305663927,-0.442496777,-0.483507701,-0.299310507,-0.623000749,1.463427929,-0.1973496,-0.44885609,-0.238776087,-0.232096538,0.052002754,-0.302307851,-0.479521174,0.418845484,-0.434855828,-0.214520158,-0.201093826,-0.255862844,-0.231364311,-0.199222221,-0.440724107,-0.299688909,-0.296274507,-0.277679117,-0.335257588,-0.231367008,-0.270641887,-0.298456351,-0.289920822,-0.13241468,0.049156132,-0.125047766,-0.332078275,-0.191177963,-0.169094349,-0.299253429,-0.237280999,-0.29093932,-0.270596395,-0.28318197,0.806648976,-0.087376327,-0.34792889,0.018428375,0.110511052,-0.391754809,-0.159113609,-0.211913618,-0.152509069,-0.008049406,0.850939806,-0.212898032,0.312042992,-0.227756223,-0.208756746,-1.098879122,-0.143726005,-0.243215975,-0.217727721,-0.039726779,-0.496094945,-0.228097571,-0.322235386,-0.252713636,-0.415988967
DF9I,Lo-ID,700608.3277,-0.726284692,-0.403555147,-0.510187499,-0.243896259,-0.304321572,-0.936573571,-0.936902619,-0.31656752,-0.406303975,-0.83849238,-0.456245212,-0.430625127,-0.488707706,-0.358818766,-0.568034991,-0.629923448,-0.539046316,-0.514421188,-0.605828147,-0.280853636,-0.621159753,-0.902368087,-0.951773267,-0.496189374,-1.335215044,-0.636487455,-0.389459149,-0.500683598,-0.79980947,-0.668502951,-0.196297849,0.358237037,-0.144208586,-0.064743601,0.075432288,0.434292782,-0.084228585,0.787488647,0.076708704,-0.425656466,-0.366124091,0.25547454,-0.054153886,0.195569545,-0.239839657,-0.979975609,-0.197812143,-0.224478509,-0.340218606,-0.462195013,-0.660465801,-0.377379056,0.172915769,-0.391100675,-0.310945481,-0.858475357,-0.226327137,-0.457387163,-0.443356059,-0.514206348,-0.688824486,-0.555948085,-0.472850709,-0.682917834,-0.615007382,-0.129473852,0.181640958,4.464824625,3.081125243,1.340864604,-0.298892567,0.335022319,1.771750822,0.093781829,0.229816914,-0.540588987,-0.164811646,-0.334788818,-0.24974566,-0.246273029,-0.388140544,-0.305987197,-0.297539726,-0.276724813,-0.352176857,-0.096983099,-0.220188161,-0.360418356,-0.308559291,-0.280369132,-0.540588987,-0.209068708,-0.333925181,-0.257811737,-0.24724481,-0.321569521,-0.280038528,-0.294777892,-0.273645693,-0.333869022,-0.313454944,-0.261322409,-0.359260829,-0.2682431,-0.250793566,1.021788185,-0.075751218,-0.242312118,-0.022129552,0.081549676,-0.346962414,-0.231399142,-0.348101853,-0.343469287,-0.45227399,1.14900403,-0.095326861,-0.242169333,-0.067768162,0.015064027,-0.796296797,-0.24616628,-0.349031974,-0.427961544,-0.521281544
DFB3,AE,71910,-0.365936585,-0.625973866,-0.499454838,-0.606516509,-0.410005096,-0.547537453,0.104603144,-0.721811967,-0.390616431,-0.453956457,-1.124384557,-0.525537105,-0.470496736,-0.632449686,-0.730232396,-0.757890646,-0.591074219,-0.496077187,-0.603486448,-0.232348481,-0.89663938,0.023950191,-0.400499026,-0.237869018,-0.389987119,-0.210742849,-0.257163419,-0.420674169,-0.316059922,-0.691386573,-0.555974916,-0.365288676,-0.505133376,-0.515319045,-0.406610384,0.033932001,1.52585295,0.048674217,0.009885399,0.170099976,0.106234888,0.359257391,-0.49601859,0.217847803,-0.419465817,-0.26867906,-0.245496489,-0.458740265,-0.229386781,-0.609542605,0.288577054,-0.526246729,-0.483674859,-0.429907076,-0.561539969,0.291240127,-0.181533532,-0.458546551,-0.177371232,-0.485202903,0.714036763,-0.362371208,-0.483821687,-0.330073173,-0.551072714,0.145174253,-0.181750847,-0.458024121,-0.25610225,-0.411964934,-0.382340182,-0.383765163,-0.484401782,-0.410589622,-0.46094787,-0.013185936,-0.180683368,-0.331994571,-0.238606726,-0.231645447,-0.344120812,-0.354249042,-0.294062648,-0.281153178,-0.315867651,0.100672523,-0.320697552,-0.342879231,-0.279993786,-0.244516302,0.255454358,-0.179508752,-0.320182555,-0.236562734,-0.210970949,-0.360089828,-0.349212658,-0.297363337,-0.276633206,-0.306316665,-0.001310274,-0.198045203,-0.330124018,-0.265430201,-0.227198113,-0.288862384,-0.120739084,-0.243632779,-0.225087275,-0.29624013,-0.920290432,-0.230816179,-0.34426484,-0.352152627,-0.471509804,-0.502308806,-0.130753753,-0.244021754,-0.282026674,-0.299119166,-0.587989057,-0.222433698,-0.269909646,-0.253558865,-0.377705378
DFG1,IV,1549460,-0.198841546,0.207989124,-0.156527817,0.149111835,0.823170334,-0.131073231,-0.403810317,0.07141155,-0.235465708,0.031067947,1.223284766,0.444151948,0.43933245,0.647420756,0.002268427,-0.43720096,-0.286277129,-0.303361119,-0.420695581,0.117538888,-0.70831595,-0.449844972,-0.714605795,-0.451082158,-0.668995083,0.413909454,-0.053699124,0.007540442,0.007578417,-0.755427435,-0.516654096,-0.208331616,-0.33042493,-0.342627189,0.084827496,-0.543841312,-1.14990053,-0.720322215,-0.508597422,-0.793954789,0.263008972,-0.64803296,-0.148541331,-0.382279007,-1.010964078,0.782381687,0.329187805,-0.449635605,0.727271642,0.535195079,-0.471975602,0.372331331,-0.477672942,-0.210272293,-0.353011665,0.16363041,0.329706125,-0.446649663,1.07103975,0.972303488,-0.153772147,0.191584767,-0.47948893,-0.238641852,-0.015286703,0.284362365,0.450474837,-0.448387049,0.793700262,1.278562292,0.042045365,0.338250379,-0.478847406,-0.089029759,0.057384724,0.591048483,0.374622936,3.641443321,0.767585406,1.591227526,0.515742712,0.365313605,0.081865557,-0.074762546,0.139466272,0.858086694,0.840204601,2.153818278,0.953372087,0.888860498,0.068270212,-0.175715464,-0.30374403,-0.228633403,-0.184976516,-0.278843215,-0.308461844,-0.294199753,-0.272106133,-0.320215925,0.23917174,-0.276546841,-0.273076779,-0.238627538,-0.21430812,-1.658485348,0.281120805,2.654085263,1.128907017,1.192023898,1.594654633,3.62143208,0.301715064,4.934135643,5.762664434,-0.333615816,-0.117882008,-0.225991794,-0.253402324,-0.208895849,1.807185612,-0.133433746,-0.234426302,-0.160916601,0.176711675
DFH1,AE,22125,0.218796744,-0.223468673,-0.458071592,-0.38232221,-0.238049858,-0.445093424,-0.090241562,-0.714307288,-0.390950627,-0.581495334,-0.137488041,-0.345835498,-0.478701605,-0.241963556,1.524923463,-0.327868008,-0.556173961,-0.512917254,-0.573247589,-0.301461344,-0.997875021,-0.435536664,-0.650591728,-0.324295742,-0.743111344,-0.653030234,-0.695746328,-0.534756573,-0.250988482,-1.770772905,0.546795595,-0.504098351,-0.468510183,-0.486977603,-0.311689003,-1.158451296,-0.605775603,-0.692877356,-0.29336731,-0.616444231,-0.137488041,-0.183936456,-0.527586752,0.24538245,-1.282854187,1.583781391,-0.202810753,-0.290726182,-0.37749451,-0.322743394,0.269162333,-0.338530947,0.787256917,-0.278110258,0.103864829,3.109469468,-0.19969723,-0.406964127,-0.37516761,-0.356109428,0.194901031,-0.467170866,-0.073460299,-0.580140817,-0.468820874,1.100646834,-0.20322589,-0.173703191,-0.366635645,-0.377342358,-0.159902967,-0.508335641,0.376141156,-0.54460781,-0.458812774,-0.483705004,-0.164205367,-0.335480544,-0.237844827,-0.23649848,-0.141309844,-0.237904269,-0.288573189,-0.27081773,-0.331331213,0.065370786,-0.150163506,-0.346220865,-0.269705071,-0.249660823,-0.542462952,-0.176397876,-0.333680853,-0.261949749,-0.262119431,-0.36688257,-0.397346338,-0.293831452,-0.277944719,-0.361965549,-0.297374178,-0.28104274,-0.355711777,-0.335465257,-0.411891502,0.998194584,-0.143926966,-0.242531954,-0.12994234,-0.113024523,0.477453482,-0.200123182,-0.347768246,-0.282305267,-0.156926635,1.040957984,-0.119241754,-0.242907853,-0.120508928,-0.10918967,1.343606794,-0.19934823,-0.34686504,-0.200699772,-0.049208227
DFI0,AE,61548.71795,-0.087693987,-0.488121082,-0.434394679,-0.342861846,-0.346395977,1.175873637,2.283324385,-0.106962681,0.131411301,-0.388297149,-1.141281024,-1.162377085,-0.479637352,-0.745393588,-0.680381641,0.261812985,-0.545220432,-0.502122199,-0.388351217,-0.147029281,-0.531293971,0.4912579,-0.712079715,0.169403913,-0.832219249,-0.020627771,-1.325547937,-0.511086585,-0.119099463,-0.30736214,0.163951035,-0.289571067,1.142802009,1.221385578,-0.09617043,-1.235325141,-0.616662702,-0.465213217,-0.17314195,-1.207742069,0.076218806,-1.136269747,0.318714521,0.718520897,-0.265915529,-0.039578319,-0.215011065,-0.436223606,-0.426216581,-0.526692443,0.191033256,-0.515193019,0.646913373,-0.431581071,-0.404485978,0.248212973,-0.210499393,-0.454439834,-0.413033013,-0.511858175,0.107360363,-0.556244358,0.105501168,-0.565855393,-0.523650602,-0.471265256,-0.209597059,0.031186716,-0.366066554,-0.364998918,0.936482645,-0.383661179,2.692795909,0.264367537,0.061987503,-0.179015724,-0.179019515,-0.334340025,-0.252602396,-0.253928762,-0.319512297,-0.288216452,-0.287713394,-0.266711966,-0.291064732,-0.392244329,-0.324474721,-0.336454484,-0.330595918,-0.366800944,-0.546474207,-0.200420029,-0.335528711,-0.259232467,-0.254846027,-0.411997116,-0.298666092,-0.287030986,-0.270043058,-0.2880066,-0.601875635,-0.391553106,-0.31442432,-0.347035965,-0.404955648,1.023366581,-0.109302759,-0.242331319,-0.124134397,0.077446923,-0.013086683,-0.232018165,-0.347429399,-0.333542461,-0.301735617,0.419729014,-0.132718841,-0.242657218,-0.157864539,-0.068814494,-0.504487685,-0.233159296,-0.347657472,-0.37309629,-0.467174305
DFJ3,AE,74120,-0.610735234,-0.384396774,-0.338407386,-0.129141876,-0.302905249,-0.984878471,-1.307344791,-1.008611411,-0.474828814,-1.109666652,-1.045498695,-0.330239145,-0.40978588,0.42522834,-0.712833602,-1.342058254,-0.550536691,-0.512123047,-0.633345892,-0.363388817,-1.495790036,-1.727768621,-1.259478826,-0.660374496,-1.564521403,0.021611867,-0.512957088,-0.529278354,-0.821572646,-0.723585827,-0.449596266,-0.286223187,-0.388730908,-0.303538802,-0.275791925,-0.381370993,-0.939713036,-0.966987553,-0.531771068,-1.196673192,-0.787326787,0.056692966,-0.391742856,-0.384590951,0.002189364,-0.260817873,-0.204035444,0.655773434,-0.340070207,-0.431055234,0.051169478,-0.414945913,1.707786714,-0.193904965,0.01919039,-1.111600878,-0.206687406,-0.455232533,-0.491041673,-0.559129827,-0.734030668,-0.516921693,-0.321839858,-0.640759447,-0.556990205,-1.295292665,-0.193206598,0.58048815,-0.429406533,-0.428387013,-0.388542603,-0.415945676,1.254081585,-0.48906411,-0.290975792,-0.045394456,-0.206234209,-0.333852929,-0.23855732,-0.223353237,-0.173474844,-0.356699457,-0.283223578,-0.276376007,-0.29364022,-0.41268325,-0.161809846,-0.353333965,-0.265505303,-0.351769636,0.34878828,-0.131410966,-0.332817318,-0.213172573,-0.155067898,-0.32260348,-0.34461422,-0.296608612,-0.283068625,-0.317818186,0.300243218,-0.090768077,-0.348694826,-0.072633249,-0.057061839,-0.455985774,-0.131931897,-0.242778168,-0.206099003,-0.282429335,-0.783394707,-0.24038756,-0.347528589,-0.290779596,-0.449019928,-0.55771352,-0.152005627,-0.242375902,-0.179213778,-0.163531038,-0.249195219,-0.219368923,-0.343165792,-0.18339274,-0.335103023
